Declaration Number,Declaration Type,Declaration Date,State,County,Disaster Type,Disaster Title,Start Date,End Date,Close Date,Individual Assistance Program,Individuals & Households Program,Public Assistance Program,Hazard Mitigation Program
DR-183,Disaster,12/24/1964,CA,Sacramento County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,04/05/1976,Yes,No,Yes,Yes
DR-183,Disaster,12/24/1964,CA,San Joaquin County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,04/05/1976,Yes,No,Yes,Yes
DR-183,Disaster,12/24/1964,CA,Shasta County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,04/05/1976,Yes,No,Yes,Yes
DR-183,Disaster,12/24/1964,CA,Sierra County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,04/05/1976,Yes,No,Yes,Yes
DR-183,Disaster,12/24/1964,CA,Siskiyou County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,04/05/1976,Yes,No,Yes,Yes
DR-183,Disaster,12/24/1964,CA,Solano County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,04/05/1976,Yes,No,Yes,Yes
DR-183,Disaster,12/24/1964,CA,Sonoma County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,04/05/1976,Yes,No,Yes,Yes
DR-183,Disaster,12/24/1964,CA,Stanislaus County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,04/05/1976,Yes,No,Yes,Yes
DR-183,Disaster,12/24/1964,CA,Sutter County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,04/05/1976,Yes,No,Yes,Yes
DR-183,Disaster,12/24/1964,CA,Tehama County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,04/05/1976,Yes,No,Yes,Yes
DR-183,Disaster,12/24/1964,CA,Trinity County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,04/05/1976,Yes,No,Yes,Yes
DR-183,Disaster,12/24/1964,CA,Tuolumne County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,04/05/1976,Yes,No,Yes,Yes
DR-183,Disaster,12/24/1964,CA,Yolo County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,04/05/1976,Yes,No,Yes,Yes
DR-183,Disaster,12/24/1964,CA,Yuba County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,04/05/1976,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Baker County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Benton County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Clackamas County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Clatsop County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Columbia County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Coos County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Crook County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Curry County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Deschutes County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Douglas County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Gilliam County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Grant County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Harney County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Hood River County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Jackson County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Jefferson County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Josephine County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Klamath County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Lake County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Lane County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Lincoln County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Linn County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Malheur County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Marion County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Morrow County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Multnomah County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Polk County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Sherman County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Tillamook County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Umatilla County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Union County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Wallowa County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Wasco County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Washington County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Wheeler County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-184,Disaster,12/24/1964,OR,Yamhill County,Flood,Heavy Rains and Flooding,12/24/1964,12/24/1964,08/12/1968,Yes,No,Yes,Yes
DR-185,Disaster,12/29/1964,WA,Asotin County,Flood,Heavy Rains and Flooding,12/29/1964,12/29/1964,02/02/1968,Yes,No,Yes,Yes
DR-185,Disaster,12/29/1964,WA,Benton County,Flood,Heavy Rains and Flooding,12/29/1964,12/29/1964,02/02/1968,Yes,No,Yes,Yes
DR-185,Disaster,12/29/1964,WA,Clark County,Flood,Heavy Rains and Flooding,12/29/1964,12/29/1964,02/02/1968,Yes,No,Yes,Yes
DR-185,Disaster,12/29/1964,WA,Columbia County,Flood,Heavy Rains and Flooding,12/29/1964,12/29/1964,02/02/1968,Yes,No,Yes,Yes
DR-185,Disaster,12/29/1964,WA,Cowlitz County,Flood,Heavy Rains and Flooding,12/29/1964,12/29/1964,02/02/1968,Yes,No,Yes,Yes
DR-185,Disaster,12/29/1964,WA,Garfield County,Flood,Heavy Rains and Flooding,12/29/1964,12/29/1964,02/02/1968,Yes,No,Yes,Yes
DR-185,Disaster,12/29/1964,WA,Grays Harbor County,Flood,Heavy Rains and Flooding,12/29/1964,12/29/1964,02/02/1968,Yes,No,Yes,Yes
DR-185,Disaster,12/29/1964,WA,King County,Flood,Heavy Rains and Flooding,12/29/1964,12/29/1964,02/02/1968,Yes,No,Yes,Yes
DR-185,Disaster,12/29/1964,WA,Kittitas County,Flood,Heavy Rains and Flooding,12/29/1964,12/29/1964,02/02/1968,Yes,No,Yes,Yes
DR-185,Disaster,12/29/1964,WA,Klickitat County,Flood,Heavy Rains and Flooding,12/29/1964,12/29/1964,02/02/1968,Yes,No,Yes,Yes
DR-185,Disaster,12/29/1964,WA,Lewis County,Flood,Heavy Rains and Flooding,12/29/1964,12/29/1964,02/02/1968,Yes,No,Yes,Yes
DR-185,Disaster,12/29/1964,WA,Mason County,Flood,Heavy Rains and Flooding,12/29/1964,12/29/1964,02/02/1968,Yes,No,Yes,Yes
DR-185,Disaster,12/29/1964,WA,Pacific County,Flood,Heavy Rains and Flooding,12/29/1964,12/29/1964,02/02/1968,Yes,No,Yes,Yes
DR-185,Disaster,12/29/1964,WA,Pierce County,Flood,Heavy Rains and Flooding,12/29/1964,12/29/1964,02/02/1968,Yes,No,Yes,Yes
DR-185,Disaster,12/29/1964,WA,Skamania County,Flood,Heavy Rains and Flooding,12/29/1964,12/29/1964,02/02/1968,Yes,No,Yes,Yes
DR-185,Disaster,12/29/1964,WA,Snohomish County,Flood,Heavy Rains and Flooding,12/29/1964,12/29/1964,02/02/1968,Yes,No,Yes,Yes
DR-185,Disaster,12/29/1964,WA,Spokane County,Flood,Heavy Rains and Flooding,12/29/1964,12/29/1964,02/02/1968,Yes,No,Yes,Yes
DR-185,Disaster,12/29/1964,WA,Wahkiakum County,Flood,Heavy Rains and Flooding,12/29/1964,12/29/1964,02/02/1968,Yes,No,Yes,Yes
DR-185,Disaster,12/29/1964,WA,Walla Walla County,Flood,Heavy Rains and Flooding,12/29/1964,12/29/1964,02/02/1968,Yes,No,Yes,Yes
DR-185,Disaster,12/29/1964,WA,Whitman County,Flood,Heavy Rains and Flooding,12/29/1964,12/29/1964,02/02/1968,Yes,No,Yes,Yes
DR-185,Disaster,12/29/1964,WA,Yakima County,Flood,Heavy Rains and Flooding,12/29/1964,12/29/1964,02/02/1968,Yes,No,Yes,Yes
DR-186,Disaster,12/31/1964,ID,Ada County,Flood,Heavy Rains and Flooding,12/31/1964,12/31/1964,02/14/1968,Yes,No,Yes,Yes
DR-186,Disaster,12/31/1964,ID,Bannock County,Flood,Heavy Rains and Flooding,12/31/1964,12/31/1964,02/14/1968,Yes,No,Yes,Yes
DR-186,Disaster,12/31/1964,ID,Benewah County,Flood,Heavy Rains and Flooding,12/31/1964,12/31/1964,02/14/1968,Yes,No,Yes,Yes
DR-186,Disaster,12/31/1964,ID,Blaine County,Flood,Heavy Rains and Flooding,12/31/1964,12/31/1964,02/14/1968,Yes,No,Yes,Yes
DR-186,Disaster,12/31/1964,ID,Boise County,Flood,Heavy Rains and Flooding,12/31/1964,12/31/1964,02/14/1968,Yes,No,Yes,Yes
DR-186,Disaster,12/31/1964,ID,Bonneville County,Flood,Heavy Rains and Flooding,12/31/1964,12/31/1964,02/14/1968,Yes,No,Yes,Yes
DR-186,Disaster,12/31/1964,ID,Butte County,Flood,Heavy Rains and Flooding,12/31/1964,12/31/1964,02/14/1968,Yes,No,Yes,Yes
DR-186,Disaster,12/31/1964,ID,Camas County,Flood,Heavy Rains and Flooding,12/31/1964,12/31/1964,02/14/1968,Yes,No,Yes,Yes
DR-186,Disaster,12/31/1964,ID,Caribou County,Flood,Heavy Rains and Flooding,12/31/1964,12/31/1964,02/14/1968,Yes,No,Yes,Yes
DR-186,Disaster,12/31/1964,ID,Cassia County,Flood,Heavy Rains and Flooding,12/31/1964,12/31/1964,02/14/1968,Yes,No,Yes,Yes
DR-186,Disaster,12/31/1964,ID,Clearwater County,Flood,Heavy Rains and Flooding,12/31/1964,12/31/1964,02/14/1968,Yes,No,Yes,Yes
DR-186,Disaster,12/31/1964,ID,Elmore County,Flood,Heavy Rains and Flooding,12/31/1964,12/31/1964,02/14/1968,Yes,No,Yes,Yes
DR-186,Disaster,12/31/1964,ID,Gem County,Flood,Heavy Rains and Flooding,12/31/1964,12/31/1964,02/14/1968,Yes,No,Yes,Yes
DR-186,Disaster,12/31/1964,ID,Gooding County,Flood,Heavy Rains and Flooding,12/31/1964,12/31/1964,02/14/1968,Yes,No,Yes,Yes
DR-186,Disaster,12/31/1964,ID,Idaho County,Flood,Heavy Rains and Flooding,12/31/1964,12/31/1964,02/14/1968,Yes,No,Yes,Yes
DR-186,Disaster,12/31/1964,ID,Jerome County,Flood,Heavy Rains and Flooding,12/31/1964,12/31/1964,02/14/1968,Yes,No,Yes,Yes
DR-186,Disaster,12/31/1964,ID,Kootenai County,Flood,Heavy Rains and Flooding,12/31/1964,12/31/1964,02/14/1968,Yes,No,Yes,Yes
DR-186,Disaster,12/31/1964,ID,Latah County,Flood,Heavy Rains and Flooding,12/31/1964,12/31/1964,02/14/1968,Yes,No,Yes,Yes
DR-186,Disaster,12/31/1964,ID,Lewis County,Flood,Heavy Rains and Flooding,12/31/1964,12/31/1964,02/14/1968,Yes,No,Yes,Yes
DR-186,Disaster,12/31/1964,ID,Lincoln County,Flood,Heavy Rains and Flooding,12/31/1964,12/31/1964,02/14/1968,Yes,No,Yes,Yes
DR-186,Disaster,12/31/1964,ID,Minidoka County,Flood,Heavy Rains and Flooding,12/31/1964,12/31/1964,02/14/1968,Yes,No,Yes,Yes
DR-186,Disaster,12/31/1964,ID,Nez Perce County,Flood,Heavy Rains and Flooding,12/31/1964,12/31/1964,02/14/1968,Yes,No,Yes,Yes
DR-186,Disaster,12/31/1964,ID,Owyhee County,Flood,Heavy Rains and Flooding,12/31/1964,12/31/1964,02/14/1968,Yes,No,Yes,Yes
DR-186,Disaster,12/31/1964,ID,Payette County,Flood,Heavy Rains and Flooding,12/31/1964,12/31/1964,02/14/1968,Yes,No,Yes,Yes
DR-186,Disaster,12/31/1964,ID,Power County,Flood,Heavy Rains and Flooding,12/31/1964,12/31/1964,02/14/1968,Yes,No,Yes,Yes
DR-186,Disaster,12/31/1964,ID,Shoshone County,Flood,Heavy Rains and Flooding,12/31/1964,12/31/1964,02/14/1968,Yes,No,Yes,Yes
DR-186,Disaster,12/31/1964,ID,Washington County,Flood,Heavy Rains and Flooding,12/31/1964,12/31/1964,02/14/1968,Yes,No,Yes,Yes
DR-187,Disaster,01/18/1965,NV,Douglas County,Flood,"Severe Storms, Heavy Rains, and Flooding",01/18/1965,01/18/1965,03/20/1968,Yes,No,Yes,Yes
DR-187,Disaster,01/18/1965,NV,Lyon County,Flood,"Severe Storms, Heavy Rains, and Flooding",01/18/1965,01/18/1965,03/20/1968,Yes,No,Yes,Yes
DR-187,Disaster,01/18/1965,NV,Storey County,Flood,"Severe Storms, Heavy Rains, and Flooding",01/18/1965,01/18/1965,03/20/1968,Yes,No,Yes,Yes
DR-187,Disaster,01/18/1965,NV,Washoe County,Flood,"Severe Storms, Heavy Rains, and Flooding",01/18/1965,01/18/1965,03/20/1968,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Aitkin County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Anoka County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Benton County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Blue Earth County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Brown County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Carver County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Cass County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Chippewa County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Chisago County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Cottonwood County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Crow Wing County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Dakota County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Dodge County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Douglas County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Faribault County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Fillmore County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Freeborn County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Goodhue County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Grant County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Hennepin County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Houston County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Isanti County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Jackson County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Kanabec County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Kandiyohi County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Kittson County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Lac qui Parle County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Lake of the Woods County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Le Sueur County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,McLeod County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Mahnomen County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Marshall County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Martin County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Meeker County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Mille Lacs County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Morrison County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Mower County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Nicollet County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Norman County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Olmsted County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Otter Tail County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Pine County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Polk County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Pope County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Ramsey County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Redwood County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Renville County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Rice County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Roseau County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Scott County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Sherburne County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Sibley County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Stearns County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Steele County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Swift County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Todd County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Traverse County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Wabasha County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Wadena County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Waseca County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Washington County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Watonwan County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Winona County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Wright County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-188,Disaster,04/11/1965,MN,Yellow Medicine County,Flood,Flooding,04/11/1965,04/11/1965,01/29/1970,Yes,No,Yes,Yes
DR-189,Disaster,04/14/1965,IN,Adams County,Tornado,Tornadoes and Severe Storms,04/14/1965,04/14/1965,05/23/1969,Yes,No,Yes,Yes
DR-189,Disaster,04/14/1965,IN,Blackford County,Tornado,Tornadoes and Severe Storms,04/14/1965,04/14/1965,05/23/1969,Yes,No,Yes,Yes
DR-189,Disaster,04/14/1965,IN,Boone County,Tornado,Tornadoes and Severe Storms,04/14/1965,04/14/1965,05/23/1969,Yes,No,Yes,Yes
DR-189,Disaster,04/14/1965,IN,Cass County,Tornado,Tornadoes and Severe Storms,04/14/1965,04/14/1965,05/23/1969,Yes,No,Yes,Yes
DR-189,Disaster,04/14/1965,IN,Clinton County,Tornado,Tornadoes and Severe Storms,04/14/1965,04/14/1965,05/23/1969,Yes,No,Yes,Yes
DR-189,Disaster,04/14/1965,IN,Elkhart County,Tornado,Tornadoes and Severe Storms,04/14/1965,04/14/1965,05/23/1969,Yes,No,Yes,Yes
DR-189,Disaster,04/14/1965,IN,Grant County,Tornado,Tornadoes and Severe Storms,04/14/1965,04/14/1965,05/23/1969,Yes,No,Yes,Yes
DR-189,Disaster,04/14/1965,IN,Hamilton County,Tornado,Tornadoes and Severe Storms,04/14/1965,04/14/1965,05/23/1969,Yes,No,Yes,Yes
DR-189,Disaster,04/14/1965,IN,Howard County,Tornado,Tornadoes and Severe Storms,04/14/1965,04/14/1965,05/23/1969,Yes,No,Yes,Yes
DR-189,Disaster,04/14/1965,IN,LaGrange County,Tornado,Tornadoes and Severe Storms,04/14/1965,04/14/1965,05/23/1969,Yes,No,Yes,Yes
DR-189,Disaster,04/14/1965,IN,LaPorte County,Tornado,Tornadoes and Severe Storms,04/14/1965,04/14/1965,05/23/1969,Yes,No,Yes,Yes
DR-189,Disaster,04/14/1965,IN,Marshall County,Tornado,Tornadoes and Severe Storms,04/14/1965,04/14/1965,05/23/1969,Yes,No,Yes,Yes
DR-189,Disaster,04/14/1965,IN,Montgomery County,Tornado,Tornadoes and Severe Storms,04/14/1965,04/14/1965,05/23/1969,Yes,No,Yes,Yes
DR-189,Disaster,04/14/1965,IN,St. Joseph County,Tornado,Tornadoes and Severe Storms,04/14/1965,04/14/1965,05/23/1969,Yes,No,Yes,Yes
DR-189,Disaster,04/14/1965,IN,Starke County,Tornado,Tornadoes and Severe Storms,04/14/1965,04/14/1965,05/23/1969,Yes,No,Yes,Yes
DR-189,Disaster,04/14/1965,IN,Steuben County,Tornado,Tornadoes and Severe Storms,04/14/1965,04/14/1965,05/23/1969,Yes,No,Yes,Yes
